memory,1,10,100,500,1000,2000
128,58459.0,19384.7,16162.67,15976.652,15922.376,15992.169
256,61035.0,20178.5,16195.67,15943.83,15885.966,15901.867
512,61506.0,21292.0,16554.09,16242.788,16222.481,16084.3
1024,66489.0,22439.3,16543.36,16393.166,16370.159,16423.8905
2048,61095.0,21655.2,16154.56,16410.56,16452.751,16473.6025
4096,66887.0,22173.9,16738.12,16462.48,16572.495,16519.5675
