density,1,10,100,200,300,400
100,517.45,631.75,2416.3,5459.7,,
200,527.35,751.15,3470.75,7745.55,,
500,582.45,986.2,6630.2,15760.5,,
1000,666.25,1687.65,15092.5,51482.3,,
1500,767.9,2433.95,37032.25,,,
2000,853.8,3184.3,56730.2,,,
