memory,1,10,100,500,1000,2000
128,60128.0,28784.9,25062.0,24177.42,24496.488,24658.522
256,55913.0,29425.0,24497.88,23852.03,24448.226,24520.087
512,58432.0,30758.9,24777.07,24243.09,24516.168,24836.0455
1024,58606.0,30742.8,25166.73,24534.11,24697.771,24951.868
2048,60676.0,30294.8,24822.35,24769.628,25137.366,25366.665
4096,58852.0,29529.8,24901.2,24508.834,24885.278,25014.2555
