memory,1,10,100,500,1000,2000
128,97514.0,78394.9,76968.43,76860.06,76963.527,76994.598
256,98770.0,81107.6,79534.32,79520.364,79555.587,79495.422
512,103605.0,85865.1,84250.88,83817.864,83772.097,83921.098
1024,109196.0,97206.1,94500.8,94464.25,94239.193,94270.656
2048,135789.0,118023.8,115022.85,114903.862,115074.466,
4096,169059.0,151346.9,149763.14,,,
