memory,1,10,100,500,1000,2000
128,169788.0,150331.8,148478.11,147937.16,147779.955,147510.38
256,181050.0,152847.8,150976.21,150076.672,150144.772,149754.6225
512,178207.0,156090.0,155726.75,155437.106,155364.576,
1024,190548.0,168364.5,166513.99,165514.882,165586.694,
2048,215007.0,188680.5,186883.04,185783.11,185232.697,
4096,247927.0,228647.2,225013.56,223911.46,223338.616,
