density,1,10,100,200,300,400
100,318.3,371.9,955.4,2032.65,3234.55,4297.9
200,316.2,371.95,943.4,2022.6,3205.45,4630.55
500,326.0,380.05,1214.1,2483.2,3922.35,5613.2
1000,342.3,407.45,1449.6,3285.75,5210.95,8073.05
1500,352.3,445.8,2099.05,4628.1,7770.1,10533.05
2000,369.9,546.0,2600.65,6063.5,10479.25,14139.0
