density,1,10,100,200,300,400
100,87.45,129.65,550.6,1249.7,1850.8,2874.25
200,90.7,129.25,641.55,1353.0,2104.5,3173.05
500,100.9,163.6,907.8,1901.2,2909.85,4104.45
1000,114.45,212.6,1456.5,3063.4,4698.4,6540.9
1500,133.35,293.3,2142.0,4389.7,6779.6,9333.35
2000,145.8,383.95,3079.3,6461.0,9893.2,13689.0
